#,Word,Link,POS,POS_Desc,Category
3590,badminton,https://www.handspeak.com/word/b/badminton.mp4,NN,"noun, singular",
3591,bankrupt,https://www.handspeak.com/word/b/bankrupt-broke.mp4,NN,"noun, singular",
3592,improverish,https://www.handspeak.com/word/i/improverish.mp4,JJ,adjective,
3593,banquet,https://www.handspeak.com/word/b/banquet.mp4,NN,"noun, singular",
3594,barbecue (BBQ),https://www.handspeak.com/word/b/barbecue.mp4,NN,"noun, singular",
3595,base on,https://www.handspeak.com/word/b/base-on.mp4,NN,"noun, singular",
3596,bat,https://www.handspeak.com/word/b/bat-animal.mp4,NN,"noun, singular",
3597,bet,https://www.handspeak.com/word/b/bet.mp4,NN,"noun, singular",
3598,bone,https://www.handspeak.com/word/b/bone.mp4,NN,"noun, singular",
3599,poison,https://www.handspeak.com/word/p/poison.mp4,NN,"noun, singular",
3600,bookshelf,https://www.handspeak.com/word/b/bookshelf.mp4,NN,"noun, singular",
3601,bookmark,https://www.handspeak.com/word/b/bookmark.mp4,NN,"noun, singular",
3602,bowling,https://www.handspeak.com/word/b/bowling-game.mp4,NN,"noun, singular",
3603,bowel movement,https://www.handspeak.com/word/b/bowel-movement.mp4,NN,"noun, singular",Health
3604,bribe,https://www.handspeak.com/word/b/bribe.mp4,NN,"noun, singular",
3605,burn up,https://www.handspeak.com/word/b/burn.mp4,NN,"noun, singular",
3606,Bulgaria,https://www.handspeak.com/word/b/bulgaria.mp4,NNS,noun plural,Country
3607,train gone sorry,https://www.handspeak.com/word/t/train-gone.mp4,NN,"noun, singular",
3608,brother-in-law,https://www.handspeak.com/word/b/brother-in-law.mp4,NN,"noun, singular",
3609,sister-in-law,https://www.handspeak.com/word/s/sister-in-law.mp4,NN,"noun, singular",
3610,eloquent,https://www.handspeak.com/word/e/eloquent-signing.mp4,NN,"noun, singular",
3611,amateurish,https://www.handspeak.com/word/a/amateurish-beginner.mp4,JJ,adjective,
3612,pardon,https://www.handspeak.com/word/p/pardon.mp4,NN,"noun, singular",
3613,since (a while),https://www.handspeak.com/word/s/since-a-while.mp4,IN,preposition/subordinating conjunction,
3614,survey,https://www.handspeak.com/word/s/survey.mp4,NN,"noun, singular",
3615,nap,https://www.handspeak.com/word/n/nap-fs.mp4,NN,"noun, singular",
3616,snooze,https://www.handspeak.com/word/s/snooze-fs.mp4,NN,"noun, singular",
3617,narrow,https://www.handspeak.com/word/n/narrow.mp4,NN,"noun, singular",
3618,necessary,https://www.handspeak.com/word/n/necessary.mp4,JJ,adjective,
3619,necktie,https://www.handspeak.com/word/n/necktie.mp4,NN,"noun, singular",
3620,bowtie,https://www.handspeak.com/word/b/bowtie.mp4,NN,"noun, singular",
3621,navy,https://www.handspeak.com/word/n/navy.mp4,NNS,noun plural,
3622,needle,https://www.handspeak.com/word/n/needle.mp4,NN,"noun, singular",
3623,neglect,https://www.handspeak.com/word/n/neglect.mp4,NN,"noun, singular",
3624,neutral,https://www.handspeak.com/word/n/neutral.mp4,JJ,adjective,
3625,net,https://www.handspeak.com/word/n/net.mp4,NN,"noun, singular",
3626,no good,https://www.handspeak.com/word/n/no-good.mp4,DT,determiner,
3627,lens cap,https://www.handspeak.com/word/l/lens-cap.mp4,NNS,noun plural,
3628,lens,https://www.handspeak.com/word/l/lens-glass.mp4,NNS,noun plural,
3629,zoom lens,https://www.handspeak.com/word/z/zoom-lens2.mp4,NN,"noun, singular",
3630,contents,https://www.handspeak.com/word/c/contents.mp4,NNS,noun plural,
3631,last minute,https://www.handspeak.com/word/l/last-minute.mp4,JJ,adjective,
3632,nanotechnology,https://www.handspeak.com/word/n/nanotechnology.mp4,NN,"noun, singular",
3633,technology transfer,https://www.handspeak.com/word/t/technology-transfer.mp4,NN,"noun, singular",
3634,high technology,https://www.handspeak.com/word/h/high-technology-top.mp4,JJ,adjective,
3635,newspaper clipping,https://www.handspeak.com/word/n/newspaper-clipping.mp4,NN,"noun, singular",
3636,New Orleans,https://www.handspeak.com/word/n/new-orleans.mp4,NNP,"proper noun, singular",
3637,newbie,https://www.handspeak.com/word/n/newbie.mp4,NN,"noun, singular",
3638,beside,https://www.handspeak.com/word/b/beside.mp4,NN,"noun, singular",
3639,nibble,https://www.handspeak.com/word/n/nibble-bite.mp4,JJ,adjective,
3640,nip,https://www.handspeak.com/word/n/nip-bite.mp4,NN,"noun, singular",
3641,nickel,https://www.handspeak.com/word/n/nickel.mp4,NN,"noun, singular",
3642,steel,https://www.handspeak.com/word/s/steel.mp4,NN,"noun, singular",
3643,iron,https://www.handspeak.com/word/i/iron-fs.mp4,NN,"noun, singular",
3644,noble,https://www.handspeak.com/word/n/noble.mp4,JJ,adjective,
3645,nominate,https://www.handspeak.com/word/n/nominate.mp4,NN,"noun, singular",
3646,notebook,https://www.handspeak.com/word/n/notebook.mp4,NN,"noun, singular",
3647,novel (new),https://www.handspeak.com/word/n/novel-new.mp4,NN,"noun, singular",
3648,novel (book),https://www.handspeak.com/word/n/novel-book.mp4,NN,"noun, singular",
3649,nuisance,https://www.handspeak.com/word/n/nuisance.mp4,NN,"noun, singular",
3650,numb,https://www.handspeak.com/word/n/numb.mp4,NN,"noun, singular",
3651,innumerable,https://www.handspeak.com/word/i/innumerable2.mp4,JJ,adjective,
3652,numerous,https://www.handspeak.com/word/n/numerous.mp4,JJ,adjective,
3653,overweight,https://www.handspeak.com/word/o/overweight.mp4,NN,"noun, singular",
3654,trudge,https://www.handspeak.com/word/o/trudge.mp4,NN,"noun, singular",
3655,nun,https://www.handspeak.com/word/n/nun.mp4,NN,"noun, singular",
3656,obligation,https://www.handspeak.com/word/o/obligation.mp4,NN,"noun, singular",
3657,obstinate,https://www.handspeak.com/word/o/obstinate.mp4,NN,"noun, singular",
3658,obtain,https://www.handspeak.com/word/o/obtain.mp4,VB,"verb, base form",
3659,blockhead,https://www.handspeak.com/word/b/blockhead.mp4,NN,"noun, singular",
3660,moronic,https://www.handspeak.com/word/m/moronic.mp4,NN,"noun, singular",
3661,nitwit,https://www.handspeak.com/word/n/nitwit.mp4,NN,"noun, singular",
3662,noodle,https://www.handspeak.com/word/n/noodle.mp4,NN,"noun, singular",
3663,obstruct,https://www.handspeak.com/word/o/obstruct.mp4,NN,"noun, singular",
3664,disrupt,https://www.handspeak.com/word/d/disrupt.mp4,NN,"noun, singular",
3665,occupy,https://www.handspeak.com/word/o/occupy.mp4,NN,"noun, singular",
3666,occur,https://www.handspeak.com/word/o/occur.mp4,NN,"noun, singular",
3667,office,https://www.handspeak.com/word/o/office.mp4,NN,"noun, singular",
3668,of course,https://www.handspeak.com/word/o/of-course.mp4,IN,preposition/subordinating conjunction,
3669,once in a while,https://www.handspeak.com/word/o/once-in-a-while.mp4,RB,adverb very,
3670,from time to time,https://www.handspeak.com/word/f/from-time-to-time.mp4,IN,preposition/subordinating conjunction,
3671,opponent,https://www.handspeak.com/word/o/opponent.mp4,NN,"noun, singular",
3672,ordinary,https://www.handspeak.com/word/o/ordinary.mp4,JJ,adjective,
3673,pajamas,https://www.handspeak.com/word/p/pajamas.mp4,NN,"noun, singular",
3674,parachute,https://www.handspeak.com/word/p/parachute.mp4,NN,"noun, singular",
3675,pack,https://www.handspeak.com/word/p/pack-in.mp4,NN,"noun, singular",
3676,package,https://www.handspeak.com/word/p/package.mp4,NN,"noun, singular",
3677,painless,https://www.handspeak.com/word/p/painless.mp4,NN,"noun, singular",
3678,pamphlet,https://www.handspeak.com/word/p/pamphlet.mp4,NN,"noun, singular",
3679,parade,https://www.handspeak.com/word/p/parade.mp4,NN,"noun, singular",
3680,parallel,https://www.handspeak.com/word/p/parallel.mp4,NN,"noun, singular",
3681,trajectory,https://www.handspeak.com/word/t/trajectory.mp4,NN,"noun, singular",
3682,orbit,https://www.handspeak.com/word/o/orbit-satellite.mp4,NN,"noun, singular",
3683,henceforth,https://www.handspeak.com/word/h/henceforth.mp4,NN,"noun, singular",
3684,onward,https://www.handspeak.com/word/o/onward-from.mp4,NN,"noun, singular",
3685,origin,https://www.handspeak.com/word/o/origin.mp4,NN,"noun, singular",
3686,original,https://www.handspeak.com/word/o/original.mp4,JJ,adjective,
3687,outdoor,https://www.handspeak.com/word/o/outdoor.mp4,NN,"noun, singular",
3688,outright,https://www.handspeak.com/word/o/outspoken2.mp4,NN,"noun, singular",
3689,paranoid,https://www.handspeak.com/word/p/paranoid.mp4,NN,"noun, singular",
3690,panic,https://www.handspeak.com/word/p/panic.mp4,NN,"noun, singular",
3691,oxygen,https://www.handspeak.com/word/o/oxygen.mp4,NN,"noun, singular",
3692,oversight,https://www.handspeak.com/word/o/oversight.mp4,NN,"noun, singular",
3693,overlap,https://www.handspeak.com/word/o/overlap.mp4,NN,"noun, singular",
3694,overcome,https://www.handspeak.com/word/o/overcome.mp4,NN,"noun, singular",
3695,outgrow,https://www.handspeak.com/word/o/outgrow-mature.mp4,NN,"noun, singular",
3696,panda bear,https://www.handspeak.com/word/p/panda-bear.mp4,NN,"noun, singular",
3697,parenthesis,https://www.handspeak.com/word/p/parenthesis.mp4,NN,"noun, singular",
3698,park (vehicle),https://www.handspeak.com/word/p/park-car.mp4,NN,"noun, singular",
3699,parking lot,https://www.handspeak.com/word/p/parking-lot.mp4,NN,"noun, singular",
3700,parking meter,https://www.handspeak.com/word/p/parking-meter.mp4,NN,"noun, singular",
3701,pass away,https://www.handspeak.com/word/p/pass-away.mp4,NN,"noun, singular",
3702,pamper,https://www.handspeak.com/word/p/pamper-baby.mp4,NN,"noun, singular",
3703,indulge,https://www.handspeak.com/word/i/indulge.mp4,NN,"noun, singular",
3704,paralysis,https://www.handspeak.com/word/p/paralysis.mp4,NN,"noun, singular",
3705,passive,https://www.handspeak.com/word/p/passive.mp4,NN,"noun, singular",
3706,path,https://www.handspeak.com/word/p/path.mp4,NN,"noun, singular",
3707,poverty,https://www.handspeak.com/word/p/poverty.mp4,NN,"noun, singular",
3708,paucity,https://www.handspeak.com/word/p/paucity.mp4,NN,"noun, singular",
3709,pave,https://www.handspeak.com/word/p/pave.mp4,NN,"noun, singular",
3710,pay off,https://www.handspeak.com/word/p/pay-off.mp4,VB,"verb, base form",
3711,pear,https://www.handspeak.com/word/p/pear.mp4,NN,"noun, singular",
3712,penetrate,https://www.handspeak.com/word/p/penetrate.mp4,NN,"noun, singular",
3713,perceive,https://www.handspeak.com/word/p/perceive.mp4,NN,"noun, singular",
3714,percent,https://www.handspeak.com/word/p/percent.mp4,NN,"noun, singular",
3715,perfume,https://www.handspeak.com/word/p/perfume.mp4,NN,"noun, singular",
3716,cologne,https://www.handspeak.com/word/c/cologne.mp4,NN,"noun, singular",
3717,perhaps,https://www.handspeak.com/word/p/perhaps.mp4,RB,adverb very,
3718,perspire,https://www.handspeak.com/word/p/perspire.mp4,NN,"noun, singular",
3719,photographer,https://www.handspeak.com/word/p/photographer.mp4,NN,"noun, singular",
3720,photography,https://www.handspeak.com/word/p/photography.mp4,NN,"noun, singular",
3721,pet,https://www.handspeak.com/word/p/pet.mp4,NN,"noun, singular",
3722,piano,https://www.handspeak.com/word/p/piano.mp4,NN,"noun, singular",
3723,pinch,https://www.handspeak.com/word/p/pinch.mp4,NN,"noun, singular",
3724,jab,https://www.handspeak.com/word/j/jab2.mp4,NN,"noun, singular",
3725,performance,https://www.handspeak.com/word/p/performance.mp4,NN,"noun, singular",
3726,performance,https://www.handspeak.com/word/p/performance2.mp4,NN,"noun, singular",
3727,pedal-bike,https://www.handspeak.com/word/p/pedal-bike.mp4,NN,"noun, singular",
3728,brake,https://www.handspeak.com/word/b/brake-pedal.mp4,NN,"noun, singular",
3729,pay attention,https://www.handspeak.com/word/p/pay-attention.mp4,NN,"noun, singular",Education
3730,inattentive,https://www.handspeak.com/word/i/inattentive.mp4,JJ,adjective,Education
3731,strut,https://www.handspeak.com/word/s/strut.mp4,NN,"noun, singular",
3732,pizzeria,https://www.handspeak.com/word/p/pizzeria.mp4,NNS,noun plural,
3733,psychology,https://www.handspeak.com/word/p/psychology.mp4,NN,"noun, singular",Education
3734,profession,https://www.handspeak.com/word/p/profession.mp4,NN,"noun, singular",
3735,potato chip,https://www.handspeak.com/word/p/potato-chip.mp4,NN,"noun, singular",
3736,pressure,https://www.handspeak.com/word/p/pressure.mp4,NN,"noun, singular",
3737,punctual,https://www.handspeak.com/word/p/punctual.mp4,JJ,adjective,
3738,preserve,https://www.handspeak.com/word/p/preserve.mp4,NN,"noun, singular",
3739,preview,https://www.handspeak.com/word/p/preview.mp4,NN,"noun, singular",
3740,post office,https://www.handspeak.com/word/p/post-office.mp4,NN,"noun, singular",
3741,knob,https://www.handspeak.com/word/k/knob.mp4,NN,"noun, singular",
3742,exchange,https://www.handspeak.com/word/e/exchange.mp4,NN,"noun, singular",
3743,strict,https://www.handspeak.com/word/s/strict.mp4,NN,"noun, singular",
3744,open book,https://www.handspeak.com/word/o/open-book.mp4,JJ,adjective,Education
3745,book bindery,https://www.handspeak.com/word/b/book-bindery.mp4,NN,"noun, singular",
3746,beat down,https://www.handspeak.com/word/b/beat-down.mp4,VB,"verb, base form",
3747,time off,https://www.handspeak.com/word/t/time-off.mp4,NN,"noun, singular",
3748,attentive,https://www.handspeak.com/word/a/attentive.mp4,JJ,adjective,
3749,attention seeking,https://www.handspeak.com/word/a/attention-get.mp4,NN,"noun, singular",
3750,give or take,https://www.handspeak.com/word/g/give-take.mp4,VB,"verb, base form",
3751,disburse,https://www.handspeak.com/word/d/disburse.mp4,NN,"noun, singular",
3752,supply,https://www.handspeak.com/word/s/supply.mp4,NN,"noun, singular",
3753,endow,https://www.handspeak.com/word/e/endow.mp4,NN,"noun, singular",
3754,hand over,https://www.handspeak.com/word/h/hand-over.mp4,NN,"noun, singular",
3755,give hard time,https://www.handspeak.com/word/g/give-hard-time.mp4,VB,"verb, base form",
3756,bestow,https://www.handspeak.com/word/b/bestow.mp4,NN,"noun, singular",
3757,help desk,https://www.handspeak.com/word/h/help-desk.mp4,NN,"noun, singular",
3758,help each,https://www.handspeak.com/word/h/help-each.mp4,NN,"noun, singular",
3759,helper,https://www.handspeak.com/word/h/helper.mp4,NN,"noun, singular",
3760,betray,https://www.handspeak.com/word/b/betray-fs.mp4,NN,"noun, singular",
3761,disclose,https://www.handspeak.com/word/d/disclose.mp4,VB,"verb, base form",
3762,reveal,https://www.handspeak.com/word/r/reveal-inform.mp4,NN,"noun, singular",
3763,showroom,https://www.handspeak.com/word/s/showroom.mp4,NN,"noun, singular",
3764,take up,https://www.handspeak.com/word/t/take-up.mp4,VB,"verb, base form",
3765,take liberty,https://www.handspeak.com/word/t/take-liberty.mp4,VB,"verb, base form",
3766,take it or leave it,https://www.handspeak.com/word/t/take-or-leave.mp4,VB,"verb, base form",
3767,simultaneous,https://www.handspeak.com/word/s/simultaneous.mp4,JJ,adjective,
3768,summon,https://www.handspeak.com/word/s/summon.mp4,NN,"noun, singular",
3769,subtitle,https://www.handspeak.com/word/s/subtitle.mp4,NN,"noun, singular",
3770,rent,https://www.handspeak.com/word/r/rent-fs.mp4,NN,"noun, singular",
3771,ruin,https://www.handspeak.com/word/r/ruin.mp4,NN,"noun, singular",
3772,grass,https://www.handspeak.com/word/g/grass.mp4,NN,"noun, singular",
3773,supervise,https://www.handspeak.com/word/s/supervise.mp4,NN,"noun, singular",
3774,switch (trade),https://www.handspeak.com/word/s/switch-trade.mp4,NN,"noun, singular",
3775,revamp,https://www.handspeak.com/word/r/revamp-change.mp4,NN,"noun, singular",
3776,trophy,https://www.handspeak.com/word/t/trophy.mp4,NN,"noun, singular",
3777,take down,https://www.handspeak.com/word/t/take-down-wrestle.mp4,VB,"verb, base form",
3778,caregiver,https://www.handspeak.com/word/c/caregiver.mp4,NN,"noun, singular",
3779,hire,https://www.handspeak.com/word/h/hire.mp4,NN,"noun, singular",
3780,commission,https://www.handspeak.com/word/c/commission-fs.mp4,NN,"noun, singular",
3781,enlist,https://www.handspeak.com/word/e/enlist.mp4,NN,"noun, singular",
3782,employ,https://www.handspeak.com/word/e/employ.mp4,NN,"noun, singular",
3783,present (gift),https://www.handspeak.com/word/p/present-gift.mp4,NN,"noun, singular",
3784,gifted,https://www.handspeak.com/word/g/gifted.mp4,VBN,"verb, past participle",
3785,advantage,https://www.handspeak.com/word/t/advantage.mp4,NN,"noun, singular",
3786,fired (job),https://www.handspeak.com/word/f/fire-job.mp4,VBN,"verb, past participle",
3787,closed captioning,https://www.handspeak.com/word/c/caption-subtitle.mp4,VBD,"verb, past tense",
3788,caption,https://www.handspeak.com/word/c/caption.mp4,NN,"noun, singular",
3789,choose,https://www.handspeak.com/word/c/choose.mp4,NN,"noun, singular",
3790,pick,https://www.handspeak.com/word/p/pick.mp4,NN,"noun, singular",
3791,elevate,https://www.handspeak.com/word/e/elevate.mp4,NN,"noun, singular",
3792,elect,https://www.handspeak.com/word/e/elect.mp4,NN,"noun, singular",
3793,upgrade,https://www.handspeak.com/word/u/upgrade-fs.mp4,NN,"noun, singular",
3794,post,https://www.handspeak.com/word/p/post-wall.mp4,NN,"noun, singular",
3795,indignant,https://www.handspeak.com/word/i/indignant.mp4,NN,"noun, singular",
3796,eventual,https://www.handspeak.com/word/e/eventual.mp4,JJ,adjective,
3797,informed consent,https://www.handspeak.com/word/i/informed-consent.mp4,VBN,"verb, past participle",
3798,consent,https://www.handspeak.com/word/c/consent.mp4,NN,"noun, singular",
3799,apprise,https://www.handspeak.com/word/a/apprise.mp4,NN,"noun, singular",
3800,promulgate,https://www.handspeak.com/word/p/promulgate.mp4,NN,"noun, singular",
3801,advanced,https://www.handspeak.com/word/a/advanced.mp4,JJ,adjective,
3802,affectionate,https://www.handspeak.com/word/a/affectionate.mp4,NN,"noun, singular",
3803,afford,https://www.handspeak.com/word/a/afford.mp4,NN,"noun, singular",
3804,apparent,https://www.handspeak.com/word/a/apparent.mp4,NN,"noun, singular",
3805,declutter,https://www.handspeak.com/word/d/declutter.mp4,NN,"noun, singular",
3806,arrange,https://www.handspeak.com/word/a/arrange-plan.mp4,NN,"noun, singular",
3807,agenda,https://www.handspeak.com/word/a/agenda-list.mp4,NN,"noun, singular",
3808,timetable,https://www.handspeak.com/word/t/timetable.mp4,NN,"noun, singular",
3809,astonishing,https://www.handspeak.com/word/a/astonishing.mp4,VBG,"verb, gerund/present participle",
3810,amazing,https://www.handspeak.com/word/a/amazing.mp4,VBG,"verb, gerund/present participle",
3811,ambivalent,https://www.handspeak.com/word/a/ambivalent.mp4,NN,"noun, singular",
3812,ambiguous,https://www.handspeak.com/word/a/ambiguous-vague.mp4,JJ,adjective,
3813,amputate,https://www.handspeak.com/word/a/amputate.mp4,NN,"noun, singular",
3814,sever,https://www.handspeak.com/word/s/sever-cut.mp4,NN,"noun, singular",
3815,assume,https://www.handspeak.com/word/a/assume.mp4,VB,"verb, base form",
3816,alert,https://www.handspeak.com/word/a/alert2.mp4,NN,"noun, singular",
3817,audience,https://www.handspeak.com/word/a/audience.mp4,NN,"noun, singular",
3818,hallucination,https://www.handspeak.com/word/h/hallucinate.mp4,NN,"noun, singular",
3819,authenticate,https://www.handspeak.com/word/a/authenticate.mp4,NN,"noun, singular",
3820,authority,https://www.handspeak.com/word/a/authority.mp4,NN,"noun, singular",
3821,acquaint,https://www.handspeak.com/word/a/acquaint.mp4,NN,"noun, singular",
3822,aware,https://www.handspeak.com/word/a/aware.mp4,JJ,adjective,
3823,awake,https://www.handspeak.com/word/a/awake.mp4,NN,"noun, singular",
3824,wakeful,https://www.handspeak.com/word/w/wakeful-allnight.mp4,NN,"noun, singular",
3825,attract,https://www.handspeak.com/word/a/attract-pull.mp4,NN,"noun, singular",
3826,seduce,https://www.handspeak.com/word/s/seduce-flatter.mp4,NN,"noun, singular",
3827,accompany,https://www.handspeak.com/word/a/accompany.mp4,NN,"noun, singular",
3828,escort,https://www.handspeak.com/word/e/escort-protect.mp4,NN,"noun, singular",
3829,drifting,https://www.handspeak.com/word/d/drifting.mp4,VBG,"verb, gerund/present participle",
3830,dare,https://www.handspeak.com/word/d/dare.mp4,NN,"noun, singular",
3831,audacious,https://www.handspeak.com/word/a/audacious.mp4,JJ,adjective,
3832,daring (courageous),https://www.handspeak.com/word/d/dare-courage.mp4,NN,"noun, singular",
3833,like-minded,https://www.handspeak.com/word/l/like-minded.mp4,JJ,adjective,
3834,identical,https://www.handspeak.com/word/i/identical.mp4,JJ,adjective,
3835,union,https://www.handspeak.com/word/u/union.mp4,NN,"noun, singular",
3836,coalition,https://www.handspeak.com/word/c/coalition.mp4,NN,"noun, singular",
3837,partner,https://www.handspeak.com/word/p/partner.mp4,NN,"noun, singular",
3838,coworker,https://www.handspeak.com/word/c/coworker.mp4,NN,"noun, singular",
3839,pallid,https://www.handspeak.com/word/p/pallid.mp4,NN,"noun, singular",
3840,artist,https://www.handspeak.com/word/a/artist.mp4,NN,"noun, singular",
3841,cafeteria,https://www.handspeak.com/word/c/cafeteria.mp4,NNS,noun plural,
3842,et cetera,https://www.handspeak.com/word/e/et-cetera.mp4,NN,"noun, singular",
3843,wake up,https://www.handspeak.com/word/w/wake-up.mp4,VB,"verb, base form",
3844,sew,https://www.handspeak.com/word/s/sew.mp4,NN,"noun, singular",
3845,effortless,https://www.handspeak.com/word/e/effortless.mp4,NN,"noun, singular",
3846,fluent,https://www.handspeak.com/word/f/fluent-signed.mp4,NN,"noun, singular",
3847,newsletter,https://www.handspeak.com/word/n/newsletter-fs.mp4,NN,"noun, singular",
3848,ash blonde,https://www.handspeak.com/word/a/ash-blonde.mp4,NN,"noun, singular",
3849,blueprint,https://www.handspeak.com/word/b/blueprint.mp4,NN,"noun, singular",
3850,blue collar,https://www.handspeak.com/word/b/blue-collar.mp4,JJ,adjective,
3851,burn down,https://www.handspeak.com/word/b/burn-down.mp4,VB,"verb, base form",
3852,abnormal,https://www.handspeak.com/word/a/abnormal.mp4,JJ,adjective,
3853,aggregate,https://www.handspeak.com/word/a/aggregate.mp4,NN,"noun, singular",
3854,total,https://www.handspeak.com/word/t/total.mp4,JJ,adjective,
3855,academic,https://www.handspeak.com/word/a/academic.mp4,JJ,adjective,
3856,accomplish,https://www.handspeak.com/word/a/accomplish.mp4,NN,"noun, singular",
3857,harmony,https://www.handspeak.com/word/h/harmony.mp4,NN,"noun, singular",
3858,understanding,https://www.handspeak.com/word/u/understanding.mp4,VBG,"verb, gerund/present participle",
3859,accuse,https://www.handspeak.com/word/a/accuse.mp4,NN,"noun, singular",
3860,hold responsible,https://www.handspeak.com/word/h/hold-responsible.mp4,NN,"noun, singular",
3861,familiar,https://www.handspeak.com/word/f/familiar.mp4,JJ,adjective,
3862,adapt,https://www.handspeak.com/word/a/adapt.mp4,NN,"noun, singular",
3863,adult,https://www.handspeak.com/word/a/adult.mp4,NN,"noun, singular",
3864,grown-up,https://www.handspeak.com/word/g/grown-up.mp4,NN,"noun, singular",
3865,kidnap,https://www.handspeak.com/word/k/kidnap.mp4,NN,"noun, singular",
3866,abduct,https://www.handspeak.com/word/a/abduct.mp4,NN,"noun, singular",
3867,save up,https://www.handspeak.com/word/s/save-up.mp4,VB,"verb, base form",
3868,conserve,https://www.handspeak.com/word/c/conserve-protect.mp4,NN,"noun, singular",
3869,excuse,https://www.handspeak.com/word/e/excuse-reason.mp4,NN,"noun, singular",
3870,obese,https://www.handspeak.com/word/o/obese.mp4,JJ,adjective,
3871,funny bone,https://www.handspeak.com/word/f/funny-bone.mp4,JJ,adjective,
3872,adjust,https://www.handspeak.com/word/a/adjust.mp4,NN,"noun, singular",
3873,adhesive,https://www.handspeak.com/word/a/adhesive.mp4,JJ,adjective,
3874,tacky,https://www.handspeak.com/word/t/tacky.mp4,NN,"noun, singular",
3875,absenteeism,https://www.handspeak.com/word/a/absenteeism.mp4,NN,"noun, singular",
3876,absent-minded,https://www.handspeak.com/word/a/absent-minded.mp4,JJ,adjective,
3877,distracted,https://www.handspeak.com/word/d/distracted-eyes.mp4,VBN,"verb, past participle",
3878,distracted driving,https://www.handspeak.com/word/d/distracted-driving.mp4,VBN,"verb, past participle",
3879,engrossed,https://www.handspeak.com/word/e/engrossed.mp4,VBN,"verb, past participle",
3880,mirror interpreter,https://www.handspeak.com/word/m/mirror-terp.mp4,NN,"noun, singular",
3881,gawk,https://www.handspeak.com/word/g/gawk.mp4,NN,"noun, singular",
3882,funny-zero,https://www.handspeak.com/word/f/funny-nothing.mp4,NN,"noun, singular",
3883,zoo,https://www.handspeak.com/word/z/zoo-fs.mp4,NN,"noun, singular",
3884,Texas,https://www.handspeak.com/word/t/texas.mp4,NNP,"proper noun, singular",
3885,outburst,https://www.handspeak.com/word/o/outburst-feeling.mp4,RB,adverb very,
3886,outbreak,https://www.handspeak.com/word/o/outbreak.mp4,NN,"noun, singular",
3887,Melbourne,https://www.handspeak.com/word/m/melbourne.mp4,NN,"noun, singular",
3888,yeah,https://www.handspeak.com/word/y/yeah.mp4,NN,"noun, singular",
3889,converge,https://www.handspeak.com/word/c/converge-come.mp4,NN,"noun, singular",
3890,adjoin,https://www.handspeak.com/word/a/adjoin.mp4,NN,"noun, singular",
3891,tryst,https://www.handspeak.com/word/t/tryst.mp4,NN,"noun, singular",
3892,rendezvous,https://www.handspeak.com/word/r/rendezvous.mp4,JJ,adjective,
3893,yarn,https://www.handspeak.com/word/y/yarn.mp4,NN,"noun, singular",
3894,pester,https://www.handspeak.com/word/p/pester.mp4,NN,"noun, singular",
3895,x-ray,https://www.handspeak.com/word/x/xray.mp4,NN,"noun, singular",
3896,xylophone,https://www.handspeak.com/word/x/xylophone.mp4,NN,"noun, singular",
3897,wag-tail,https://www.handspeak.com/word/w/wag-tail.mp4,NN,"noun, singular",
3898,tail,https://www.handspeak.com/word/t/tail.mp4,NN,"noun, singular",
3899,waiter,https://www.handspeak.com/word/w/waiter.mp4,NN,"noun, singular",
3900,wall,https://www.handspeak.com/word/w/wall.mp4,NN,"noun, singular",
3901,wallpaper,https://www.handspeak.com/word/w/wallpaper.mp4,NN,"noun, singular",
3902,wand,https://www.handspeak.com/word/w/wand.mp4,NN,"noun, singular",
3903,wander,https://www.handspeak.com/word/w/wander.mp4,NN,"noun, singular",
3904,warp,https://www.handspeak.com/word/w/warp.mp4,NN,"noun, singular",
3905,watermelon,https://www.handspeak.com/word/w/watermelon.mp4,NN,"noun, singular",
3906,watchdog,https://www.handspeak.com/word/w/watchdog.mp4,NN,"noun, singular",
3907,web browser,https://www.handspeak.com/word/w/web-browser.mp4,NNS,noun plural,
3908,Wednesday,https://www.handspeak.com/word/w/wednesday.mp4,NNP,"proper noun, singular",
3909,whiskers,https://www.handspeak.com/word/w/whiskers.mp4,NNS,noun plural,
3910,five o'clock shadow,https://www.handspeak.com/word/f/five-oclock-shadow.mp4,CD,cardinal digit,
3911,whole,https://www.handspeak.com/word/w/whole.mp4,JJ,adjective,
3912,wholly,https://www.handspeak.com/word/w/whole-all.mp4,RB,adverb very,
3913,whore,https://www.handspeak.com/word/w/whore.mp4,NN,"noun, singular",
3914,why not,https://www.handspeak.com/word/w/why-not.mp4,WRB,wh-abverb,
3915,wide,https://www.handspeak.com/word/w/wide.mp4,JJ,adjective,
3916,willing,https://www.handspeak.com/word/w/willing.mp4,JJ,adjective,
3917,windshield,https://www.handspeak.com/word/w/windshield.mp4,NN,"noun, singular",
3918,windshield wipers,https://www.handspeak.com/word/w/windshield-wipers.mp4,NN,"noun, singular",
3919,talk,https://www.handspeak.com/word/t/talk.mp4,NN,"noun, singular",
3920,tax,https://www.handspeak.com/word/t/tax-fs.mp4,NN,"noun, singular",
3921,teapot,https://www.handspeak.com/word/t/teapot.mp4,NN,"noun, singular",
3922,talented,https://www.handspeak.com/word/t/talent.mp4,VBN,"verb, past participle",
3923,talent,https://www.handspeak.com/word/t/talent-natural.mp4,NN,"noun, singular",
